Transaction_ID,Date,Base_Currency,Target_Currency,Transfer_Amount_USD,Provider_Markup_Factor,Status,Real_Market_Rate,Applied_Provider_Rate,Cost_Leakage_USD,Compliance_Flag
TXN-1485,2026-08-16,USD,GBP,12520.72,1.02,Failed,0.74,0.75,215.6,REVIEW: HIGH VALUE
TXN-1486,2026-08-16,USD,GBP,2967.22,1.03,Completed,0.74,0.76,84.35,CLEARED
TXN-1487,2026-08-16,USD,EUR,6901.34,1.03,Completed,0.86,0.89,228.15,REVIEW: HIGH SPREAD
TXN-1488,2026-08-16,USD,GBP,8015.67,1.03,Completed,0.74,0.76,255.31,REVIEW: HIGH SPREAD
TXN-1489,2026-08-16,USD,JPY,2059.23,1.02,Completed,159.01,162.86,49.82,CLEARED
TXN-1490,2026-08-16,USD,JPY,13533.68,1.03,Completed,159.01,163.08,346.65,REVIEW: HIGH VALUE
TXN-1491,2026-08-16,USD,GBP,5869.89,1.04,Delayed,0.74,0.77,228.5,REVIEW: HIGH SPREAD
TXN-1492,2026-08-16,USD,EUR,6941.89,1.04,Completed,0.86,0.9,271.45,REVIEW: HIGH SPREAD
TXN-1493,2026-08-16,USD,PHP,4098.81,1.02,Completed,61.39,62.5,73.92,CLEARED
TXN-1494,2026-08-16,USD,PHP,3197.77,1.03,Completed,61.39,63.47,108.31,REVIEW: HIGH SPREAD
TXN-1495,2026-08-16,USD,EUR,6480.61,1.01,Completed,0.86,0.87,69.71,CLEARED
TXN-1496,2026-08-16,USD,GBP,3345.07,1.04,Completed,0.74,0.77,119.05,REVIEW: HIGH SPREAD
TXN-1497,2026-08-16,USD,EUR,6719.94,1.02,Completed,0.86,0.88,150.65,CLEARED
TXN-1498,2026-08-16,USD,JPY,5958.35,1.03,Completed,159.01,163.7,175.88,CLEARED
TXN-1499,2026-08-16,USD,GBP,989.58,1.03,Failed,0.74,0.76,26.5,CLEARED
TXN-1500,2026-08-16,USD,JPY,11968.06,1.01,Completed,159.01,161.29,171.67,REVIEW: HIGH VALUE
